Aired,Aired
2018-09-28,9/28/2018
2019-02-27,2/27/2019
2018-08-31,8/31/2018
2019-07-06,7/6/2019
2018-09-21,9/21/2018
2019-06-28,6/28/2019
1905-06-06,6/6/1905
1905-06-06,6/6/1905
1905-06-01,6/1/1905
2018-03-23,3/23/2018
2019-03-28,3/28/2019
2019-03-01,3/1/2019
2019-04-26,4/26/2019
2019-04-26,4/26/2019
2018-05-22,5/22/2018
1905-07-03,7/3/1905
1969-10-20,10/20/1969
1905-05-26,5/26/1905
2017-06-28,6/28/2017
1905-05-26,5/26/1905
1905-05-27,5/27/1905
1905-05-28,5/28/1905
2019-07-02,7/2/2019
2019-04-02,4/2/2019
2020-04-05,4/5/2020
2017-05-25,5/25/2017
2017-12-01,12/1/2017
2019-05-31,5/31/2019
2019-10-03,10/3/2019
2020-04-05,4/5/2020
2020-01-22,1/22/2020
2019-05-31,5/31/2019
1905-06-26,6/26/1905
2008-01-22,1/22/2008
2018-10-17,10/17/2018
2017-05-20,5/20/2017
2019-05-24,5/24/2019
2018-03-28,3/28/2018
2015-04-05,4/5/2015
2021-01-08,1/8/2021
2019-05-31,5/31/2019
1905-06-12,6/12/1905
1905-07-13,7/13/1905
2019-03-06,3/6/2019
2019-10-25,10/25/2019
2019-09-10,9/10/2019
2019-03-05,3/5/2019
1974-02-04,2/4/1974
1905-07-02,7/2/1905
1905-06-09,6/9/1905
1905-06-11,6/11/1905
1905-06-03,6/3/1905
1905-06-17,6/17/1905
1905-06-25,6/25/1905
2019-10-07,10/7/2019
1905-06-17,6/17/1905
2018-02-21,2/21/2018
2013-02-01,2/1/2013
2006-06-23,6/23/2006
2011-09-05,9/5/2011
1905-07-13,7/13/1905
2020-09-17,9/17/2020
2019-10-03,10/3/2019
2019-06-21,6/21/2019
2019-07-31,7/31/2019
2019-04-01,4/1/2019
2019-12-13,12/13/2019
2019-07-05,7/5/2019
2020-01-09,1/9/2020
2019-07-12,7/12/2019
2020-01-10,1/10/2020
2021-01-11,1/11/2021
1905-07-08,7/8/1905
2019-09-20,9/20/2019
2019-10-11,10/11/2019
1905-07-01,7/1/1905
1905-07-09,7/9/1905
1905-07-04,7/4/1905
2019-11-22,11/22/2019
2019-02-09,2/9/2019
2020-07-10,7/10/2020
2016-07-15,7/15/2016
2021-01-12,1/12/2021
2020-06-04,6/4/2020
2019-03-22,3/22/2019
2019-03-13,3/13/2019
2019-03-19,3/19/2019
2019-03-19,3/19/2019
2019-12-20,12/20/2019
2018-11-07,11/7/2018
2019-10-06,10/6/2019
2017-12-13,12/13/2017
2019-10-11,10/11/2019
2019-10-26,10/26/2019
2019-03-08,3/8/2019
2019-11-28,11/28/2019
2020-01-10,1/10/2020
2020-02-01,2/1/2020
2019-04-11,4/11/2019
2020-04-13,4/13/2020
2020-01-08,1/8/2020
2019-10-22,10/22/2019
2020-11-13,11/13/2020
2021-01-09,1/9/2021
2020-07-08,7/8/2020
2019-03-23,3/23/2019
2019-04-10,4/10/2019
2019-10-07,10/7/2019
2019-05-29,5/29/2019
2019-04-29,4/29/2019
2019-10-13,10/13/2019
2018-10-24,10/24/2018
2019-04-24,4/24/2019
2019-03-26,3/26/2019
2020-10-12,10/12/2020
2020-02-14,2/14/2020
2019-03-10,3/10/2019
2019-03-27,3/27/2019
2021-01-08,1/8/2021
2019-03-28,3/28/2019
2019-09-13,9/13/2019
2019-07-07,7/7/2019
2019-03-29,3/29/2019
2019-04-01,4/1/2019
2019-03-18,3/18/2019
1905-06-08,6/8/1905
2003-11-01,11/1/2003
1905-05-30,5/30/1905
2019-09-27,9/27/2019
2019-03-29,3/29/2019
1905-06-04,6/4/1905
2019-04-05,4/5/2019
2019-07-08,7/8/2019
2019-06-28,6/28/2019
2019-07-05,7/5/2019
2018-11-21,11/21/2018
2019-04-01,4/1/2019
2019-09-25,9/25/2019
2019-04-03,4/3/2019
2019-04-02,4/2/2019
2019-04-02,4/2/2019
2019-04-03,4/3/2019
2019-03-31,3/31/2019
2019-05-24,5/24/2019
2019-04-04,4/4/2019
2019-04-19,4/19/2019
2019-03-29,3/29/2019
2019-07-13,7/13/2019
2019-07-21,7/21/2019
2019-06-18,6/18/2019
2019-04-27,4/27/2019
2019-01-26,1/26/2019
2019-06-28,6/28/2019
2020-10-23,10/23/2020
2019-04-01,4/1/2019
2019-04-05,4/5/2019
2011-09-01,9/1/2011
1905-07-07,7/7/1905
2019-12-11,12/11/2019
2018-01-24,1/24/2018
1905-07-07,7/7/1905
2017-07-13,7/13/2017
2019-04-08,4/8/2019
2017-11-01,11/1/2017
2019-04-16,4/16/2019
2016-11-03,11/3/2016
2019-10-09,10/9/2019
1905-07-06,7/6/1905
1905-07-07,7/7/1905
2019-10-25,10/25/2019
2019-02-03,2/3/2019
2017-02-20,2/20/2017
2019-04-10,4/10/2019
2016-10-26,10/26/2016
2020-04-05,4/5/2020
2019-03-20,3/20/2019
2014-05-30,5/30/2014
2019-01-25,1/25/2019
2010-10-28,10/28/2010
2017-12-07,12/7/2017
2019-04-12,4/12/2019
2021-01-06,1/6/2021
2021-05-01,5/1/2021
2020-04-07,4/7/2020
2018-08-07,8/7/2018
2019-04-16,4/16/2019
2020-02-21,2/21/2020
2020-05-07,5/7/2020
2006-05-08,5/8/2006
2019-09-06,9/6/2019
2020-09-18,9/18/2020
2017-09-19,9/19/2017
1905-06-30,6/30/1905
2017-06-12,6/12/2017
2020-02-15,2/15/2020
2019-04-24,4/24/2019
2021-04-16,4/16/2021
2013-08-09,8/9/2013
2018-12-21,12/21/2018
2019-04-20,4/20/2019
2015-04-24,4/24/2015
1905-06-24,6/24/1905
2014-10-14,10/14/2014
2018-10-01,10/1/2018
2021-01-08,1/8/2021
2019-04-30,4/30/2019
2006-10-02,10/2/2006
2020-10-09,10/9/2020
2020-01-06,1/6/2020
2019-05-08,5/8/2019
2019-07-26,7/26/2019
2019-07-26,7/26/2019
2019-04-29,4/29/2019
2019-10-05,10/5/2019
2019-09-06,9/6/2019
2019-08-30,8/30/2019
1993-01-01,1/1/1993
2019-10-10,10/10/2019
2021-01-11,1/11/2021
2005-12-16,12/16/2005
2019-10-07,10/7/2019
2019-05-12,5/12/2019
2019-05-11,5/11/2019
2019-11-01,11/1/2019
2018-09-01,9/1/2018
2019-04-24,4/24/2019
2019-05-17,5/17/2019
2003-11-21,11/21/2003
2019-02-20,2/20/2019
2017-07-23,7/23/2017
2019-07-08,7/8/2019
2019-05-17,5/17/2019
2019-05-17,5/17/2019
2018-08-03,8/3/2018
2019-05-17,5/17/2019
2019-12-26,12/26/2019
2019-11-22,11/22/2019
2019-12-27,12/27/2019
2011-11-24,11/24/2011
2018-06-01,6/1/2018
2009-04-01,4/1/2009
2003-08-01,8/1/2003
2004-04-02,4/2/2004
2019-03-28,3/28/2019
2018-02-23,2/23/2018
2005-06-02,6/2/2005
2016-04-04,4/4/2016
2011-09-29,9/29/2011
1964-12-11,12/11/1964
2019-05-27,5/27/2019
1972-07-30,7/30/1972
1975-02-01,2/1/1975
2016-06-01,6/1/2016
1982-08-01,8/1/1982
1984-08-20,8/20/1984
1983-06-07,6/7/1983
1983-10-06,10/6/1983
2013-11-06,11/6/2013
1986-12-02,12/2/1986
1987-12-01,12/1/1987
1905-07-13,7/13/1905
1989-04-05,4/5/1989
1990-12-01,12/1/1990
2000-06-01,6/1/2000
1993-04-06,4/6/1993
2019-07-27,7/27/2019
1994-04-01,4/1/1994
1996-04-04,4/4/1996
2019-04-25,4/25/2019
1996-10-01,10/1/1996
1998-02-01,2/1/1998
2017-10-16,10/16/2017
1999-04-03,4/3/1999
2001-06-01,6/1/2001
2018-10-06,10/6/2018
2002-02-01,2/1/2002
2008-02-02,2/2/2008
2013-10-01,10/1/2013
2016-08-01,8/1/2016
2019-11-29,11/29/2019
2003-06-01,6/1/2003
1905-07-13,7/13/1905
2014-01-29,1/29/2014
2019-10-12,10/12/2019
2020-01-10,1/10/2020
2018-11-21,11/21/2018
2014-11-17,11/17/2014
2020-07-07,7/7/2020
2018-10-24,10/24/2018
2019-10-07,10/7/2019
2020-01-05,1/5/2020
2019-06-20,6/20/2019
2019-07-08,7/8/2019
2020-04-01,4/1/2020
2019-12-27,12/27/2019
2019-09-25,9/25/2019
2019-05-03,5/3/2019
2019-07-02,7/2/2019
2019-07-08,7/8/2019
2019-10-04,10/4/2019
2020-01-15,1/15/2020
2019-06-24,6/24/2019
2020-12-18,12/18/2020
2019-05-24,5/24/2019
2018-10-27,10/27/2018
2019-06-24,6/24/2019
2019-09-25,9/25/2019
2013-09-26,9/26/2013
2013-11-03,11/3/2013
2019-07-04,7/4/2019
2015-07-30,7/30/2015
2018-12-07,12/7/2018
2019-03-26,3/26/2019
2011-01-14,1/14/2011
2019-10-06,10/6/2019
2020-05-27,5/27/2020
2019-02-13,2/13/2019
2020-01-11,1/11/2020
2019-06-28,6/28/2019
2016-10-13,10/13/2016
2019-04-08,4/8/2019
2019-03-31,3/31/2019
2020-03-06,3/6/2020
2019-11-08,11/8/2019
2021-01-08,1/8/2021
2020-12-07,12/7/2020
2019-05-31,5/31/2019
2019-04-01,4/1/2019
2019-07-01,7/1/2019
2019-07-01,7/1/2019
2019-06-30,6/30/2019
2020-03-14,3/14/2020
2019-07-02,7/2/2019
2011-11-02,11/2/2011
2020-08-07,8/7/2020
2020-04-05,4/5/2020
2020-01-06,1/6/2020
2019-11-01,11/1/2019
2020-06-02,6/2/2020
2020-07-08,7/8/2020
1976-12-02,12/2/1976
2016-10-02,10/2/2016
2020-10-05,10/5/2020
2020-04-09,4/9/2020
2019-05-28,5/28/2019
2019-07-06,7/6/2019
2019-07-02,7/2/2019
2020-05-15,5/15/2020
2020-07-15,7/15/2020
2020-07-16,7/16/2020
2019-07-08,7/8/2019
2000-03-23,3/23/2000
2019-08-16,8/16/2019
2019-12-06,12/6/2019
2019-12-25,12/25/2019
2020-10-11,10/11/2020
2012-04-07,4/7/2012
2017-10-09,10/9/2017
2017-11-09,11/9/2017
2015-08-07,8/7/2015
2017-04-07,4/7/2017
2020-02-28,2/28/2020
2019-06-28,6/28/2019
2020-03-25,3/25/2020
2019-08-08,8/8/2019
2002-02-04,2/4/2002
2007-04-16,4/16/2007
2014-10-26,10/26/2014
2019-11-08,11/8/2019
2019-07-26,7/26/2019
2008-12-26,12/26/2008
2019-06-28,6/28/2019
2020-01-11,1/11/2020
2017-12-01,12/1/2017
2020-04-04,4/4/2020
2020-01-05,1/5/2020
2013-08-30,8/30/2013
2019-03-10,3/10/2019
2020-01-11,1/11/2020
2020-01-13,1/13/2020
2014-01-16,1/16/2014
2019-05-26,5/26/2019
2019-07-19,7/19/2019
2019-07-20,7/20/2019
2019-06-27,6/27/2019
2020-04-04,4/4/2020
2019-07-22,7/22/2019
2020-01-11,1/11/2020
2019-07-28,7/28/2019
2019-07-19,7/19/2019
2018-07-02,7/2/2018
2019-08-23,8/23/2019
2018-07-22,7/22/2018
2019-07-22,7/22/2019
2019-07-30,7/30/2019
2018-02-22,2/22/2018
2015-09-24,9/24/2015
2019-07-25,7/25/2019
1905-06-28,6/28/1905
2020-04-04,4/4/2020
2019-10-04,10/4/2019
2019-08-24,8/24/2019
2015-01-13,1/13/2015
2019-05-06,5/6/2019
2021-04-01,4/1/2021
2019-08-23,8/23/2019
2019-10-04,10/4/2019
2019-05-24,5/24/2019
2019-08-24,8/24/2019
2019-07-29,7/29/2019
2019-07-05,7/5/2019
2019-06-13,6/13/2019
2019-10-10,10/10/2019
2011-07-04,7/4/2011
2019-10-08,10/8/2019
2019-10-02,10/2/2019
2019-08-01,8/1/2019
2017-04-06,4/6/2017
2015-02-15,2/15/2015
2017-04-19,4/19/2017
2019-08-04,8/4/2019
2020-04-05,4/5/2020
2015-09-28,9/28/2015
2019-08-02,8/2/2019
2019-09-07,9/7/2019
2019-10-25,10/25/2019
2020-08-27,8/27/2020
2019-07-26,7/26/2019
2020-04-02,4/2/2020
2019-08-06,8/6/2019
2019-07-19,7/19/2019
2019-10-01,10/1/2019
2020-01-09,1/9/2020
2019-08-07,8/7/2019
1986-05-01,5/1/1986
2019-08-23,8/23/2019
2019-08-12,8/12/2019
2019-09-25,9/25/2019
2018-09-19,9/19/2018
2018-11-16,11/16/2018
2002-09-22,9/22/2002
2003-08-27,8/27/2003
2017-11-01,11/1/2017
2019-10-07,10/7/2019
2016-09-09,9/9/2016
2019-08-15,8/15/2019
2020-01-22,1/22/2020
2019-10-05,10/5/2019
2020-10-02,10/2/2020
2019-10-31,10/31/2019
2020-10-13,10/13/2020
2007-10-01,10/1/2007
2019-10-30,10/30/2019
2019-05-22,5/22/2019
2019-04-26,4/26/2019
2019-03-22,3/22/2019
1905-06-30,6/30/1905
2019-08-12,8/12/2019
2019-08-15,8/15/2019
2019-08-18,8/18/2019
2019-08-25,8/25/2019
2019-09-13,9/13/2019
2014-02-14,2/14/2014
2019-02-08,2/8/2019
2005-03-21,3/21/2005
1995-04-13,4/13/1995
2000-04-25,4/25/2000
2012-03-09,3/9/2012
2019-09-14,9/14/2019
2019-08-27,8/27/2019
2019-05-24,5/24/2019
2020-02-21,2/21/2020
2019-12-05,12/5/2019
2019-08-05,8/5/2019
2019-10-13,10/13/2019
2020-12-09,12/9/2020
2019-08-29,8/29/2019
2020-04-05,4/5/2020
2020-09-11,9/11/2020
2020-01-11,1/11/2020
2020-01-10,1/10/2020
1905-07-13,7/13/1905
2017-04-21,4/21/2017
2019-10-25,10/25/2019
2019-11-29,11/29/2019
2019-11-29,11/29/2019
2015-08-24,8/24/2015
1905-06-20,6/20/1905
2019-08-19,8/19/2019
2019-08-29,8/29/2019
1905-06-26,6/26/1905
1905-06-17,6/17/1905
1905-06-18,6/18/1905
2019-11-17,11/17/2019
2019-08-31,8/31/2019
2019-06-05,6/5/2019
1905-07-13,7/13/1905
2020-04-05,4/5/2020
2020-10-06,10/6/2020
2019-09-02,9/2/2019
2019-09-01,9/1/2019
2019-05-15,5/15/2019
2016-09-14,9/14/2016
2005-04-30,4/30/2005
1905-07-03,7/3/1905
2019-10-03,10/3/2019
2019-10-03,10/3/2019
2019-09-25,9/25/2019
2020-03-04,3/4/2020
2017-11-28,11/28/2017
2019-06-04,6/4/2019
2019-08-30,8/30/2019
2015-11-03,11/3/2015
2014-04-20,4/20/2014
2012-11-16,11/16/2012
2011-08-10,8/10/2011
2019-08-18,8/18/2019
2020-01-11,1/11/2020
2018-09-20,9/20/2018
2019-09-10,9/10/2019
2020-10-06,10/6/2020
2019-11-29,11/29/2019
2019-12-27,12/27/2019
2020-04-03,4/3/2020
2019-09-10,9/10/2019
2007-06-01,6/1/2007
2008-06-08,6/8/2008
2009-06-14,6/14/2009
2019-08-29,8/29/2019
2019-09-03,9/3/2019
2019-07-05,7/5/2019
2019-05-16,5/16/2019
2020-08-14,8/14/2020
2020-04-07,4/7/2020
2020-08-22,8/22/2020
2019-10-06,10/6/2019
2020-02-22,2/22/2020
1905-07-03,7/3/1905
2021-02-11,2/11/2021
2019-09-20,9/20/2019
2019-09-30,9/30/2019
1905-07-13,7/13/1905
2020-07-31,7/31/2020
2020-07-11,7/11/2020
2019-09-26,9/26/2019
2019-12-03,12/3/2019
2018-02-16,2/16/2018
2019-02-05,2/5/2019
2019-09-06,9/6/2019
2012-12-26,12/26/2012
2017-06-01,6/1/2017
2020-01-29,1/29/2020
2020-10-03,10/3/2020
2020-10-16,10/16/2020
2019-09-26,9/26/2019
2020-02-27,2/27/2020
2019-09-29,9/29/2019
2010-08-01,8/1/2010
2019-09-26,9/26/2019
2020-03-25,3/25/2020
2011-06-01,6/1/2011
2019-12-27,12/27/2019
2019-12-20,12/20/2019
2020-07-06,7/6/2020
1905-07-02,7/2/1905
2017-03-03,3/3/2017
1905-07-01,7/1/1905
2019-10-03,10/3/2019
2019-04-26,4/26/2019
2019-04-14,4/14/2019
2019-09-27,9/27/2019
2019-10-06,10/6/2019
2020-01-07,1/7/2020
2019-07-12,7/12/2019
2020-04-08,4/8/2020
2020-01-29,1/29/2020
2019-10-08,10/8/2019
1905-07-13,7/13/1905
2019-10-06,10/6/2019
2017-10-11,10/11/2017
2019-09-01,9/1/2019
2020-07-04,7/4/2020
2020-10-04,10/4/2020
1905-07-08,7/8/1905
2011-05-15,5/15/2011
2020-04-04,4/4/2020
2020-04-07,4/7/2020
2017-10-02,10/2/2017
2019-08-01,8/1/2019
2020-04-04,4/4/2020
2020-07-09,7/9/2020
2019-10-23,10/23/2019
2020-02-07,2/7/2020
2020-01-31,1/31/2020
2019-12-27,12/27/2019
2013-01-01,1/1/2013
2021-04-01,4/1/2021
1993-06-02,6/2/1993
2020-07-10,7/10/2020
2021-01-08,1/8/2021
1974-10-03,10/3/1974
2020-04-10,4/10/2020
1977-06-02,6/2/1977
2020-07-12,7/12/2020
2019-12-30,12/30/2019
2020-01-10,1/10/2020
2020-10-02,10/2/2020
1979-02-07,2/7/1979
1986-10-01,10/1/1986
2014-04-25,4/25/2014
2010-09-26,9/26/2010
2011-11-05,11/5/2011
2015-07-22,7/22/2015
2013-01-25,1/25/2013
2011-12-21,12/21/2011
1988-02-02,2/2/1988
2016-05-13,5/13/2016
2020-04-10,4/10/2020
2019-06-26,6/26/2019
2019-10-11,10/11/2019
2019-09-26,9/26/2019
2020-10-02,10/2/2020
1989-02-02,2/2/1989
1991-04-05,4/5/1991
2019-11-29,11/29/2019
1992-12-01,12/1/1992
2020-10-31,10/31/2020
2020-04-11,4/11/2020
2021-01-04,1/4/2021
2020-10-07,10/7/2020
2020-04-02,4/2/2020
2019-06-04,6/4/2019
2003-02-05,2/5/2003
2005-04-01,4/1/2005
2020-03-26,3/26/2020
1986-06-02,6/2/1986
2021-10-01,10/1/2021
2020-02-02,2/2/2020
2015-10-01,10/1/2015
2020-03-19,3/19/2020
2020-09-11,9/11/2020
2016-04-01,4/1/2016
2016-04-01,4/1/2016
2021-07-01,7/1/2021
2021-03-12,3/12/2021
2020-07-04,7/4/2020
1989-06-01,6/1/1989
1987-06-02,6/2/1987
1905-07-02,7/2/1905
2019-11-27,11/27/2019
1905-06-30,6/30/1905
2020-02-28,2/28/2020
2019-09-23,9/23/2019
2020-01-31,1/31/2020
2013-07-12,7/12/2013
1905-07-03,7/3/1905
2019-09-30,9/30/2019
2020-12-11,12/11/2020
2019-11-05,11/5/2019
1993-08-01,8/1/1993
2020-02-27,2/27/2020
2020-01-31,1/31/2020
2019-12-04,12/4/2019
2019-11-02,11/2/2019
2020-04-30,4/30/2020
2021-05-21,5/21/2021
2020-08-07,8/7/2020
2006-01-11,1/11/2006
2012-12-06,12/6/2012
2014-09-29,9/29/2014
2016-01-18,1/18/2016
1905-07-05,7/5/1905
1905-07-08,7/8/1905
2020-04-11,4/11/2020
2021-01-08,1/8/2021
2020-04-06,4/6/2020
2014-08-21,8/21/2014
2014-08-11,8/11/2014
2021-04-01,4/1/2021
2015-08-30,8/30/2015
2008-08-01,8/1/2008
2017-04-02,4/2/2017
2019-08-11,8/11/2019
2019-11-09,11/9/2019
2019-11-10,11/10/2019
1993-06-01,6/1/1993
2004-02-01,2/1/2004
1989-12-02,12/2/1989
2020-03-06,3/6/2020
2010-09-17,9/17/2010
2011-01-03,1/3/2011
2011-01-16,1/16/2011
2019-11-13,11/13/2019
2020-07-12,7/12/2020
2011-04-10,4/10/2011
2011-07-29,7/29/2011
2019-11-13,11/13/2019
2019-11-14,11/14/2019
2011-08-02,8/2/2011
2019-12-27,12/27/2019
2012-06-16,6/16/2012
2020-04-02,4/2/2020
1905-07-07,7/7/1905
1905-07-08,7/8/1905
2013-01-14,1/14/2013
2020-10-31,10/31/2020
2019-12-28,12/28/2019
2020-04-08,4/8/2020
2020-07-05,7/5/2020
1905-07-06,7/6/1905
2020-01-07,1/7/2020
2019-09-24,9/24/2019
2018-07-25,7/25/2018
1905-07-03,7/3/1905
2020-01-06,1/6/2020
2020-10-23,10/23/2020
2020-10-03,10/3/2020
2019-06-17,6/17/2019
2021-01-13,1/13/2021
2019-06-26,6/26/2019
2019-06-24,6/24/2019
2020-01-08,1/8/2020
2019-12-21,12/21/2019
2020-01-24,1/24/2020
2020-01-09,1/9/2020
2018-07-12,7/12/2018
2019-12-25,12/25/2019
2019-12-01,12/1/2019
2020-10-03,10/3/2020
1905-06-15,6/15/1905
2019-12-01,12/1/2019
2020-04-05,4/5/2020
2019-10-23,10/23/2019
2016-08-27,8/27/2016
2021-01-10,1/10/2021
2020-12-25,12/25/2020
2019-09-11,9/11/2019
2016-12-02,12/2/2016
2019-12-04,12/4/2019
2019-12-04,12/4/2019
2020-02-28,2/28/2020
2020-10-03,10/3/2020
2019-11-22,11/22/2019
2019-12-05,12/5/2019
1905-07-07,7/7/1905
1905-07-08,7/8/1905
2020-04-05,4/5/2020
1905-07-06,7/6/1905
1905-07-07,7/7/1905
2020-04-03,4/3/2020
2019-11-05,11/5/2019
2013-11-30,11/30/2013
2019-10-18,10/18/2019
2015-05-21,5/21/2015
1992-04-01,4/1/1992
2019-11-30,11/30/2019
2020-10-03,10/3/2020
2016-03-23,3/23/2016
2017-10-21,10/21/2017
2010-07-27,7/27/2010
2020-07-11,7/11/2020
1977-12-06,12/6/1977
2020-03-10,3/10/2020
2021-01-10,1/10/2021
2016-10-31,10/31/2016
2020-12-11,12/11/2020
2019-12-11,12/11/2019
2020-01-07,1/7/2020
2019-12-10,12/10/2019
2021-01-14,1/14/2021
2020-11-20,11/20/2020
2020-05-07,5/7/2020
2020-05-22,5/22/2020
2020-03-27,3/27/2020
1997-06-01,6/1/1997
2020-01-15,1/15/2020
2017-02-28,2/28/2017
2020-03-28,3/28/2020
2019-07-13,7/13/2019
2015-07-03,7/3/2015
2020-10-03,10/3/2020
2020-04-05,4/5/2020
2020-01-17,1/17/2020
2017-01-05,1/5/2017
2019-11-15,11/15/2019
2020-01-17,1/17/2020
2019-12-16,12/16/2019
2020-10-25,10/25/2020
2020-04-11,4/11/2020
2016-08-22,8/22/2016
1905-07-13,7/13/1905
1984-10-01,10/1/1984
2020-10-03,10/3/2020
2021-01-10,1/10/2021
2021-01-10,1/10/2021
2019-10-17,10/17/2019
2020-10-11,10/11/2020
2015-03-06,3/6/2015
1985-04-01,4/1/1985
2020-02-26,2/26/2020
2020-03-27,3/27/2020
2020-09-16,9/16/2020
1905-06-11,6/11/1905
2021-01-12,1/12/2021
2020-01-31,1/31/2020
2020-04-04,4/4/2020
2021-01-07,1/7/2021
2020-09-02,9/2/2020
2021-04-05,4/5/2021
2020-01-06,1/6/2020
2020-01-31,1/31/2020
2020-04-30,4/30/2020
2020-04-09,4/9/2020
2019-12-30,12/30/2019
2020-01-07,1/7/2020
2020-07-04,7/4/2020
2021-01-11,1/11/2021
2020-10-03,10/3/2020
2020-03-27,3/27/2020
2021-07-01,7/1/2021
2021-01-07,1/7/2021
2021-01-09,1/9/2021
2019-12-24,12/24/2019
2019-12-16,12/16/2019
2019-12-27,12/27/2019
2012-01-18,1/18/2012
2020-10-07,10/7/2020
2020-10-18,10/18/2020
2019-12-31,12/31/2019
2020-04-11,4/11/2020
2020-01-04,1/4/2020
2020-01-02,1/2/2020
2019-12-15,12/15/2019
2020-01-04,1/4/2020
2020-10-01,10/1/2020
2020-07-03,7/3/2020
2019-08-09,8/9/2019
2008-03-29,3/29/2008
2016-11-18,11/18/2016
2019-12-20,12/20/2019
2021-04-12,4/12/2021
2002-01-28,1/28/2002
2021-06-25,6/25/2021
1905-07-13,7/13/1905
2018-02-16,2/16/2018
2019-12-08,12/8/2019
2020-01-09,1/9/2020
2019-11-06,11/6/2019
2020-06-17,6/17/2020
2017-07-31,7/31/2017
2020-05-27,5/27/2020
2020-04-05,4/5/2020
2020-01-01,1/1/2020
1905-06-26,6/26/1905
2020-04-05,4/5/2020
2007-12-21,12/21/2007
2018-06-19,6/19/2018
2018-11-27,11/27/2018
2019-06-02,6/2/2019
2019-05-27,5/27/2019
2019-10-21,10/21/2019
2019-12-03,12/3/2019
2020-01-07,1/7/2020
2020-01-17,1/17/2020
2020-01-18,1/18/2020
2020-01-17,1/17/2020
2019-02-18,2/18/2019
2020-01-20,1/20/2020
2019-01-07,1/7/2019
2020-04-06,4/6/2020
2017-06-28,6/28/2017
2021-04-01,4/1/2021
2020-01-29,1/29/2020
2021-01-13,1/13/2021
2007-06-20,6/20/2007
2012-08-24,8/24/2012
2009-03-20,3/20/2009
2007-01-15,1/15/2007
2007-01-15,1/15/2007
2008-01-05,1/5/2008
2007-07-07,7/7/2007
2007-01-15,1/15/2007
2007-06-20,6/20/2007
2020-04-10,4/10/2020
2020-04-10,4/10/2020
2020-01-24,1/24/2020
2020-01-24,1/24/2020
2019-07-15,7/15/2019
2020-08-28,8/28/2020
2020-01-24,1/24/2020
2007-01-15,1/15/2007
2007-11-01,11/1/2007
2008-01-05,1/5/2008
2008-04-05,4/5/2008
2008-10-25,10/25/2008
2020-01-08,1/8/2020
2020-01-27,1/27/2020
2020-06-18,6/18/2020
2021-07-01,7/1/2021
1905-07-06,7/6/1905
2015-10-14,10/14/2015
2019-12-21,12/21/2019
2018-04-11,4/11/2018
2019-03-11,3/11/2019
2018-03-09,3/9/2018
2018-08-13,8/13/2018
2019-08-01,8/1/2019
2019-05-04,5/4/2019
2019-01-04,1/4/2019
2018-03-02,3/2/2018
2007-06-20,6/20/2007
2020-01-27,1/27/2020
2018-11-18,11/18/2018
2018-11-18,11/18/2018
2019-08-14,8/14/2019
2003-01-29,1/29/2003
2020-01-28,1/28/2020
2017-01-06,1/6/2017
2020-02-01,2/1/2020
2020-01-30,1/30/2020
2020-04-24,4/24/2020
2019-10-30,10/30/2019
2000-12-21,12/21/2000
2015-04-27,4/27/2015
2020-09-11,9/11/2020
2020-02-01,2/1/2020
2020-04-24,4/24/2020
2020-02-01,2/1/2020
2020-01-24,1/24/2020
2020-01-25,1/25/2020
2019-09-28,9/28/2019
2020-01-17,1/17/2020
1994-12-07,12/7/1994
2020-07-25,7/25/2020
2019-03-06,3/6/2019
2020-10-28,10/28/2020
2020-04-25,4/25/2020
2020-07-10,7/10/2020
2011-09-15,9/15/2011
2020-04-24,4/24/2020
2020-04-24,4/24/2020
2021-03-07,3/7/2021
2020-05-29,5/29/2020
2020-06-05,6/5/2020
2021-04-06,4/6/2021
2020-04-20,4/20/2020
2020-02-14,2/14/2020
2020-01-31,1/31/2020
2017-03-02,3/2/2017
2019-11-11,11/11/2019
2019-06-28,6/28/2019
2019-06-28,6/28/2019
2020-04-24,4/24/2020
2020-05-30,5/30/2020
2020-02-20,2/20/2020
2020-01-01,1/1/2020
2021-03-01,3/1/2021
2017-11-03,11/3/2017
2016-07-06,7/6/2016
2017-02-20,2/20/2017
2020-03-24,3/24/2020
2021-02-26,2/26/2021
2020-10-04,10/4/2020
2019-10-26,10/26/2019
2020-03-25,3/25/2020
1994-01-02,1/2/1994
2020-04-06,4/6/2020
2019-08-24,8/24/2019
2020-02-14,2/14/2020
1992-08-25,8/25/1992
2020-07-04,7/4/2020
2020-10-08,10/8/2020
2020-03-02,3/2/2020
2020-07-06,7/6/2020
2020-03-02,3/2/2020
2021-06-04,6/4/2021
2020-10-06,10/6/2020
2020-05-29,5/29/2020
2020-10-03,10/3/2020
2020-02-28,2/28/2020
2020-11-27,11/27/2020
2020-10-02,10/2/2020
2020-04-06,4/6/2020
2020-07-01,7/1/2020
2020-04-02,4/2/2020
2020-10-03,10/3/2020
2021-01-04,1/4/2021
2020-10-30,10/30/2020
2020-05-29,5/29/2020
2020-02-29,2/29/2020
2020-04-16,4/16/2020
2021-04-01,4/1/2021
2020-04-08,4/8/2020
2020-04-03,4/3/2020
2020-03-08,3/8/2020
2019-11-03,11/3/2019
2009-10-01,10/1/2009
2020-03-20,3/20/2020
2020-04-06,4/6/2020
